TICKS,CPU%
1697950116.59,2.00
1697950118.09,0.00
1697950119.59,2.00
1697950121.09,0.00
1697950122.60,6.00
1697950124.10,0.00
1697950125.60,2.00
1697950127.10,0.00
1697950128.61,0.00
1697950130.11,2.00
1697950131.61,0.00
1697950133.11,0.00
1697950134.62,2.00
1697950136.12,0.00
1697950137.62,0.00
1697950139.12,4.00
1697950140.63,0.00
1697950142.13,2.00
1697950143.63,0.00
1697950145.13,0.00
1697950146.64,0.00
1697950148.14,0.00
1697950149.64,2.00
1697950151.14,0.00
1697950152.65,2.00
1697950154.15,0.00
1697950155.65,2.00
1697950157.15,2.00
1697950158.66,0.00
1697950160.16,0.00
1697950161.66,0.00
1697950163.16,0.00
1697950164.67,2.00
1697950166.17,2.00
1697950167.67,4.00
1697950169.17,0.00
1697950170.68,0.00
1697950172.18,2.00
1697950173.68,2.00
1697950175.18,0.00
1697950176.69,0.00
1697950178.19,0.00
1697950179.69,2.00
1697950181.19,0.00
1697950182.70,2.00
1697950184.20,2.00
1697950185.70,2.00
1697950187.21,4.00
1697950188.71,0.00
1697950190.21,2.00
1697950191.71,2.00
1697950193.21,0.00
1697950194.72,2.00
1697950196.22,0.00
1697950197.72,2.00
1697950199.22,0.00
1697950200.73,0.00
1697950202.23,2.00
1697950203.73,4.00
1697950205.23,2.00
1697950206.74,2.00
1697950208.24,0.00
1697950209.74,4.00
1697950211.25,0.00
1697950212.75,0.00
1697950214.25,2.00
1697950215.75,0.00
1697950217.26,4.00
1697950218.76,0.00
1697950220.26,10.10
1697950221.77,9.90
1697950223.27,10.00
1697950224.77,0.00
1697950226.27,2.00
1697950227.78,4.00
1697950229.28,5.90
1697950230.78,2.00
1697950232.28,0.00
1697950233.79,4.00
1697950235.29,0.00
1697950236.79,0.00
1697950238.29,0.00
1697950239.80,0.00
1697950241.30,11.80
1697950242.80,4.00
1697950244.30,6.10
1697950245.81,2.00
1697950247.31,13.80
1697950248.81,8.00
1697950250.32,2.00
1697950251.82,0.00
1697950253.32,0.00
1697950254.82,0.00
1697950256.33,0.00
1697950257.83,8.00
1697950259.33,13.90
1697950260.83,0.00
1697950262.34,2.00
1697950263.84,2.00
1697950265.34,0.00
1697950266.84,0.00
1697950268.35,2.00
1697950269.85,2.00
1697950271.35,4.00
1697950272.85,0.00
1697950274.35,2.00
1697950275.86,0.00
1697950277.36,0.00
1697950278.86,11.90
1697950280.36,6.00
1697950281.87,15.90
1697950283.37,6.00
1697950284.87,6.00
1697950286.37,0.00
1697950287.88,10.10
1697950289.38,8.00
1697950290.88,49.60
1697950292.38,6.10
1697950293.89,0.00
1697950295.39,18.00
1697950296.89,0.00
1697950298.40,10.00
1697950299.90,0.00
1697950301.40,12.10
1697950302.90,96.40
1697950304.40,12.00
1697950305.91,21.90
1697950307.41,5.90
1697950308.91,14.00
1697950310.41,26.00
1697950311.92,15.90
1697950313.42,13.80
1697950314.92,15.90
1697950316.42,32.00
1697950317.93,58.60
1697950319.43,0.00
1697950320.93,179.10
1697950322.43,21.70
1697950323.94,39.40
1697950325.44,15.30
1697950326.94,9.80
1697950328.44,17.70
1697950329.95,23.80
1697950331.45,8.00
1697950332.95,10.40
1697950334.45,54.90
1697950335.95,4.00
1697950337.46,0.00
1697950338.96,0.00
1697950340.46,54.20
1697950341.96,44.40
1697950343.47,2.00
1697950344.97,4.00
1697950346.47,4.00
1697950347.97,8.10
1697950349.48,8.00
1697950350.98,8.00
1697950352.48,7.80
1697950353.98,32.80
1697950355.49,72.30
1697950356.99,2.00
1697950358.49,4.00
1697950359.99,4.00
1697950361.50,4.00
1697950363.00,14.00
1697950364.50,3.90
1697950366.00,21.80
1697950367.51,2.00
1697950369.01,10.00
1697950370.51,8.00
1697950372.02,13.90
1697950373.52,12.30
1697950375.02,2.00
1697950376.52,10.00
1697950378.03,8.00
1697950379.53,15.70
1697950381.03,2.00
1697950382.53,8.00
1697950384.04,2.00
1697950385.54,13.90
1697950387.04,20.10
1697950388.55,6.00
1697950390.05,4.00
1697950391.55,2.00
1697950393.05,4.00
1697950394.56,0.00
1697950396.06,4.00
1697950397.56,142.90
1697950399.06,193.90
1697950400.57,6.00
1697950402.07,88.80
1697950403.57,15.90
1697950405.07,2.00
1697950406.58,4.00
1697950408.08,16.00
1697950409.58,97.30
1697950411.08,16.00
1697950412.59,36.10
1697950414.09,29.70
1697950415.59,78.40
1697950417.09,23.80
1697950418.60,30.00
1697950420.10,13.80
1697950421.60,8.00
1697950423.10,21.80
1697950424.61,27.80
1697950426.11,19.90
1697950427.61,34.50
1697950429.12,4.00
1697950430.62,10.00
1697950432.12,4.00
1697950433.62,36.20
1697950435.13,47.90
1697950436.63,40.00
1697950438.13,4.00
1697950439.63,70.60
1697950441.14,4.00
