TICKS,Memoryper%
1697950088.72,35.70
1697950089.72,35.70
1697950090.72,35.70
1697950091.73,35.70
1697950092.73,35.70
1697950093.73,35.70
1697950094.73,35.70
1697950095.73,35.70
1697950096.73,35.70
1697950097.73,35.70
1697950098.74,35.70
1697950099.74,35.70
1697950100.74,35.70
1697950101.74,35.70
1697950102.74,35.70
1697950103.74,35.50
1697950104.74,35.50
1697950105.74,35.50
1697950106.75,35.50
1697950107.75,35.50
1697950108.75,35.50
1697950109.75,35.50
1697950110.75,35.40
1697950111.75,35.40
1697950112.75,35.40
1697950113.76,35.40
1697950114.76,35.40
1697950115.76,35.40
1697950116.76,35.40
1697950117.76,35.50
1697950118.76,35.50
1697950119.76,35.50
1697950120.77,35.50
1697950121.77,35.50
1697950122.77,35.50
1697950123.77,35.50
1697950124.77,35.50
1697950125.77,35.50
1697950126.77,35.50
1697950127.78,35.50
1697950128.78,35.50
1697950129.78,35.50
1697950130.78,35.50
1697950131.78,35.50
1697950132.78,35.50
1697950133.78,35.50
1697950134.79,35.50
1697950135.79,35.60
1697950136.79,35.60
1697950137.79,35.60
1697950138.79,35.60
1697950139.79,35.60
1697950140.79,35.60
1697950141.79,35.60
1697950142.80,35.60
1697950143.80,35.60
1697950144.80,35.60
1697950145.80,35.60
1697950146.80,35.60
1697950147.80,35.60
1697950148.80,35.60
1697950149.81,35.60
1697950150.81,35.50
1697950151.81,35.50
1697950152.81,35.50
1697950153.81,35.50
1697950154.81,35.50
1697950155.81,35.50
1697950156.82,35.50
1697950157.82,35.60
1697950158.82,35.60
1697950159.82,35.60
1697950160.82,35.60
1697950161.82,35.60
1697950162.83,35.60
1697950163.83,35.60
1697950164.83,35.60
1697950165.83,35.60
1697950166.83,35.60
1697950167.83,35.60
1697950168.83,35.80
1697950169.84,35.80
1697950170.84,35.80
1697950171.84,35.80
1697950172.84,35.60
1697950173.84,35.60
1697950174.84,35.70
1697950175.84,35.70
1697950176.85,35.60
1697950177.85,35.50
1697950178.85,35.60
1697950179.85,35.60
1697950180.85,35.60
1697950181.85,35.60
1697950182.85,35.60
1697950183.86,35.60
1697950184.86,35.60
1697950185.86,35.60
1697950186.86,35.60
1697950187.86,35.60
1697950188.86,35.60
1697950189.86,35.60
1697950190.86,35.60
1697950191.87,35.60
1697950192.87,35.60
1697950193.87,35.70
1697950194.87,35.70
1697950195.87,35.70
1697950196.87,35.70
1697950197.87,35.70
1697950198.88,35.70
1697950199.88,35.60
1697950200.88,35.60
1697950201.88,35.60
1697950202.88,35.60
1697950203.88,35.60
1697950204.88,35.60
1697950205.89,35.60
1697950206.89,35.60
1697950207.89,35.60
1697950208.89,35.60
1697950209.89,35.50
1697950210.89,35.50
1697950211.89,35.50
1697950212.90,35.50
1697950213.90,35.50
1697950214.90,35.60
1697950215.90,35.60
1697950216.90,35.60
1697950217.90,35.60
1697950218.91,35.80
1697950219.91,35.80
1697950220.91,35.90
1697950221.91,36.00
1697950222.91,35.90
1697950223.91,35.90
1697950224.91,35.90
1697950225.91,35.90
1697950226.92,35.90
1697950227.92,35.90
1697950228.92,35.90
1697950229.92,35.90
1697950230.92,35.90
1697950231.92,35.90
1697950232.92,35.90
1697950233.93,36.00
1697950234.93,36.00
1697950235.93,36.00
1697950236.93,36.00
1697950237.93,36.00
1697950238.93,36.00
1697950239.94,36.00
1697950240.94,36.00
1697950241.94,36.00
1697950242.94,36.00
1697950243.94,36.00
1697950244.94,36.10
1697950245.94,36.10
1697950246.95,36.10
1697950247.95,36.00
1697950248.95,36.00
1697950249.95,36.00
1697950250.95,36.00
1697950251.95,36.00
1697950252.96,35.90
1697950253.96,35.90
1697950254.96,35.90
1697950255.96,35.90
1697950256.96,35.90
1697950257.96,35.90
1697950258.96,35.90
1697950259.97,36.00
1697950260.97,35.90
1697950261.97,36.00
1697950262.97,36.00
1697950263.97,36.00
1697950264.97,36.00
1697950265.98,36.00
1697950266.98,36.00
1697950267.98,36.00
1697950268.98,35.90
1697950269.98,35.90
1697950270.98,35.90
1697950271.98,35.90
1697950272.99,35.90
1697950273.99,35.90
1697950274.99,35.80
1697950275.99,35.80
1697950276.99,35.80
1697950277.99,35.90
1697950278.99,36.00
1697950280.00,36.00
1697950281.00,36.00
1697950282.00,35.80
1697950283.00,35.70
1697950284.00,35.80
1697950285.00,35.80
1697950286.00,35.80
1697950287.01,35.80
1697950288.01,35.90
1697950289.01,36.10
1697950290.01,36.10
1697950291.01,36.10
1697950292.01,36.10
1697950293.01,35.90
1697950294.01,35.90
1697950295.02,35.90
1697950296.02,36.00
1697950297.02,35.90
1697950298.02,35.90
1697950299.02,35.90
1697950300.02,35.90
1697950301.02,35.90
1697950302.03,36.20
1697950303.03,36.40
1697950304.03,36.40
1697950305.03,36.30
1697950306.03,36.20
1697950307.03,36.20
1697950308.04,36.20
1697950309.04,36.20
1697950310.04,36.30
1697950311.04,36.40
1697950312.04,36.40
1697950313.04,36.50
1697950314.05,36.50
1697950315.05,36.40
1697950316.05,36.30
1697950317.05,36.30
1697950318.05,36.60
1697950319.05,36.60
1697950320.05,36.50
1697950321.06,36.50
1697950322.06,36.50
1697950323.06,36.60
1697950324.06,36.60
1697950325.06,36.60
1697950326.06,36.40
1697950327.06,36.40
1697950328.06,36.10
1697950329.07,36.10
1697950330.07,36.10
1697950331.07,36.10
1697950332.07,36.10
1697950333.07,36.10
1697950334.07,36.10
1697950335.07,36.00
1697950336.08,35.90
1697950337.08,35.90
1697950338.08,35.70
1697950339.08,35.70
1697950340.08,35.60
1697950341.08,35.60
1697950342.08,35.70
1697950343.09,35.60
1697950344.09,35.60
1697950345.09,35.60
1697950346.09,35.40
1697950347.09,35.40
1697950348.09,35.40
1697950349.09,35.60
1697950350.10,35.60
1697950351.10,35.70
1697950352.10,35.60
1697950353.10,35.70
1697950354.10,35.70
1697950355.10,35.70
1697950356.10,35.50
1697950357.11,35.50
1697950358.11,35.70
1697950359.11,35.70
1697950360.11,35.60
1697950361.11,35.70
1697950362.11,35.70
1697950363.11,35.70
1697950364.12,35.70
1697950365.12,35.70
1697950366.12,35.70
1697950367.12,35.80
1697950368.12,35.80
1697950369.12,35.70
1697950370.12,35.60
1697950371.13,35.60
1697950372.13,35.50
1697950373.13,35.60
1697950374.13,35.60
1697950375.13,35.60
1697950376.13,35.50
1697950377.13,35.50
1697950378.14,35.60
1697950379.14,35.60
1697950380.14,35.40
1697950381.14,35.40
1697950382.14,35.60
1697950383.14,35.60
1697950384.14,35.60
1697950385.15,35.60
1697950386.15,35.50
1697950387.15,35.50
1697950388.15,35.60
1697950389.15,35.70
1697950390.15,35.70
1697950391.15,35.80
1697950392.16,35.70
1697950393.16,35.70
1697950394.16,35.70
1697950395.16,35.60
1697950396.16,35.60
1697950397.16,35.60
1697950398.16,36.00
1697950399.17,36.50
1697950400.17,36.80
1697950401.17,36.80
1697950402.17,36.90
1697950403.17,36.80
1697950404.17,36.80
1697950405.17,36.80
1697950406.18,36.90
1697950407.18,36.90
1697950408.18,36.90
1697950409.18,36.80
1697950410.18,36.90
1697950411.18,36.90
1697950412.18,36.90
1697950413.18,36.90
1697950414.19,36.90
1697950415.19,37.00
1697950416.19,36.90
1697950417.19,36.90
1697950418.19,36.80
1697950419.19,36.90
1697950420.19,36.90
1697950421.20,36.90
1697950422.20,36.80
1697950423.20,36.80
1697950424.20,36.80
1697950425.20,36.80
1697950426.20,36.80
1697950427.21,36.80
1697950428.21,36.90
1697950429.21,36.90
1697950430.21,36.90
1697950431.21,36.90
1697950432.21,36.80
1697950433.21,36.90
1697950434.22,36.90
1697950435.22,36.90
1697950436.22,36.90
1697950437.22,36.60
1697950438.22,36.60
1697950439.22,37.40
1697950440.22,36.60
1697950441.22,36.70
